0,12.222,1.9978,12.222,0,1
0.15127,12.222,1.9334,12.414,0,0
0.29217,12.237,0,12.414,0,0
0.41918,12.267,0,12.414,0,0
0.5291,12.308,0,12.414,0,0
0.63353,12.361,1.9511,13.176,0,0
0.73718,12.425,0,13.176,0,0
0.81761,12.498,0,13.176,0,0
0.89547,12.58,0,13.176,0,0
0.95472,12.67,0,13.176,0,0
1.0145,12.765,1.76,14.123,0,0
1.0548,12.867,0,14.123,0,0
1.0865,12.972,0,14.123,0,0
1.1107,13.081,0,14.123,0,0
1.1276,13.192,0,14.123,0,0
1.1423,13.305,0,14.123,0,0
1.1534,13.419,0,14.123,0,0
1.1552,13.534,1.337,15.195,0,0
1.1547,13.65,0,15.195,0,0
1.15,13.765,0,15.195,0,0
1.1487,13.88,0,15.195,0,0
1.1509,13.995,0,15.195,0,0
1.1407,14.11,1.0975,15.834,0,0
1.1218,14.224,0,15.834,0,0
1.0987,14.336,0,15.834,0,0
1.0837,14.446,0,15.834,0,0
1.0579,14.555,0,15.834,0,0
1.0184,14.66,0.54257,16.27,0,0
0.98098,14.762,0.44647,16.325,0,0
0.94525,14.86,0.36158,16.378,0,0
0.90531,14.955,0,16.378,0,0
0.86638,15.045,0,16.378,0,0
0.82381,15.132,0.35298,16.481,0,0
0.79193,15.214,0,16.481,0,0
0.75668,15.294,0.23808,16.548,0,0
0.72431,15.369,0.2077,16.577,0,0
0.69151,15.442,0.16761,16.6,0,0
0.65408,15.511,0,16.6,0,0
0.61632,15.576,0,16.6,0,0
0.56839,15.638,0,16.6,0,0
0.5156,15.695,-0.44496,16.574,0,0
0.46204,15.746,-0.68699,16.537,0,0
0.39738,15.793,0,16.537,0,0
0.32399,15.832,-1.0316,16.39,0,0
0.24495,15.865,0,16.39,0,0
0.15539,15.889,0,16.39,0,0
0.065631,15.905,-1.4816,16.018,0,0
-0.0027294,15.911,0,16.018,0,0
-0.013314,15.911,0,16.018,0,0
-0.022861,15.91,-1.4596,15.569,0,0
-0.032264,15.907,0,15.569,0,0
-0.040975,15.904,0,15.569,0,0
-0.049225,15.9,0,15.569,0,0
-0.057489,15.895,0,15.569,0,0
-0.0664,15.889,-1.2806,14.913,0,0
-0.074278,15.883,0,14.913,0,0
-0.082946,15.875,0,14.913,0,0
-0.091955,15.867,0,14.913,0,0
-0.10153,15.858,0,14.913,0,0
-0.11084,15.848,0,14.913,0,0
-0.1206,15.837,0,14.913,0,0
-0.12926,15.825,-1.3653,13.991,0,0
-0.13827,15.812,0,13.991,0,0
-0.14854,15.798,0,13.991,0,0
-0.15811,15.783,-1.3922,13.589,0,0
-0.16867,15.767,0,13.589,0,0
-0.1787,15.75,-1.3634,13.313,0,0
-0.18948,15.732,0,13.313,0,0
-0.19985,15.713,0,13.313,0,0
-0.20886,15.693,0,13.313,0,0
-0.21651,15.673,-0.51047,12.836,0,0
-0.22136,15.651,0,12.836,0,0
-0.22337,15.629,0,12.836,0,0
-0.22433,15.606,0,12.836,0,0
-0.22356,15.584,0.17582,12.785,0,0
-0.22328,15.562,0,12.785,0,0
-0.22283,15.539,0.0030467,12.811,0,0
-0.2236,15.517,0,12.811,0,0
-0.22529,15.495,0,12.811,0,0
-0.227,15.472,0,12.811,0,0
-0.22887,15.449,0,12.811,0,0
-0.23168,15.427,0,12.811,0,0
-0.23348,15.403,0,12.811,0,0
-0.23651,15.38,-0.20119,12.704,0,0
-0.23825,15.356,-0.20203,12.691,0,0
-0.24006,15.333,0,12.691,0,0
-0.24298,15.309,0,12.691,0,0
-0.24397,15.284,-0.081358,12.65,0,0
-0.24577,15.26,0,12.65,0,0
