0,8.0556,-2.6419,8.0556,1,1
6.7,8.0556,0,8.0556,1,1
6.7,8.7256,-2.0767,7.5588,1,1
6.7,9.3956,0,7.5588,1,1
6.7,10.066,-1.6502,7.1693,1,1
6.7,10.736,0,7.1693,1,1
-0.28643,11.406,-1.4363,6.8576,1,1
-0.29917,11.377,-1.3572,6.7182,1,1
-0.31206,11.347,0,6.7182,0,1
-0.32446,11.316,0,6.7182,0,0
-0.33726,11.283,-1.0143,6.3519,0,0
-0.34981,11.25,-0.81316,6.2494,0,0
-0.3616,11.215,0,6.2494,0,0
-0.37249,11.178,0,6.2494,0,0
-0.38257,11.141,0,6.2494,0,0
-0.39174,11.103,0,6.2494,0,0
-0.40057,11.064,0,6.2494,0,0
-0.41002,11.024,0,6.2494,0,0
-0.42001,10.983,0,6.2494,0,0
-0.43096,10.941,0,6.2494,0,0
-0.44177,10.898,0,6.2494,0,0
-0.45213,10.853,0,6.2494,0,0
-0.46336,10.808,0,6.2494,0,0
-0.47512,10.762,0,6.2494,0,0
-0.48685,10.714,0,6.2494,0,0
-0.49789,10.666,-0.11467,5.694,0,0
-0.50823,10.616,0,5.694,0,0
-0.51546,10.565,0.52508,5.7029,0,0
-0.51947,10.514,0.91274,5.7525,0,0
-0.51886,10.462,1.2636,5.8383,0,0
-0.5136,10.41,0,5.8383,0,0
-0.50314,10.358,0,5.8383,0,0
-0.49115,10.308,0,5.8383,0,0
-0.47928,10.259,1.4548,6.4202,0,0
-0.46775,10.211,0,6.4202,0,0
-0.45264,10.164,1.5881,6.7124,0,0
-0.4361,10.119,0,6.7124,0,0
-0.4148,10.075,1.8057,7.0467,0,0
-0.3925,10.034,0,7.0467,0,0
-0.36736,9.9946,1.8737,7.4164,0,0
-0.34112,9.9579,1.8467,7.6051,0,0
-0.31428,9.9238,0,7.6051,0,0
-0.28758,9.8924,0,7.6051,0,0
-0.26128,9.8636,0,7.6051,0,0
-0.23307,9.8375,0,7.6051,0,0
-0.20606,9.8142,0,7.6051,0,0
-0.17762,9.7936,1.7264,8.6567,0,0
-0.15032,9.7758,0,8.6567,0,0
-0.12305,9.7608,0,8.6567,0,0
-0.093404,9.7485,1.7541,9.162,0,0
-0.065294,9.7391,0,9.162,0,0
-0.036262,9.7326,1.8533,9.5061,0,0
-0.0072804,9.729,0,9.5061,0,0
0.084202,9.7282,0,9.5061,0,0
0.19476,9.7367,0,9.5061,0,0
0.30225,9.7561,1.9223,10.247,0,0
0.40498,9.7864,0,10.247,0,0
0.49719,9.8269,0,10.247,0,0
0.58084,9.8766,0,10.247,0,0
0.65286,9.9347,0,10.247,0,0
0.72462,9.9999,0,10.247,0,0
0.78872,10.072,1.804,11.385,0,0
0.83867,10.151,0,11.385,0,0
0.88237,10.235,0,11.385,0,0
0.92446,10.323,0,11.385,0,0
0.95352,10.416,0,11.385,0,0
0.98085,10.511,0,11.385,0,0
1.0059,10.609,0,11.385,0,0
1.0386,10.71,1.6718,12.528,0,0
1.0701,10.814,0,12.528,0,0
1.0966,10.921,0,12.528,0,0
1.1147,11.03,0,12.528,0,0
1.1359,11.142,1.5336,13.193,0,0
1.15,11.255,1.4927,13.348,0,0
1.1605,11.37,0,13.348,0,0
1.1686,11.486,1.4619,13.648,0,0
1.1724,11.603,0,13.648,0,0
1.1838,11.721,0,13.648,0,0
1.19,11.839,0,13.648,0,0
1.1974,11.958,0,13.648,0,0
1.2013,12.078,0,13.648,0,0
1.1996,12.198,0,13.648,0,0
1.2011,12.318,1.3811,14.658,0,0
1.2008,12.438,0,14.658,0,0
1.2018,12.558,0,14.658,0,0
1.2037,12.678,0,14.658,0,0
1.1955,12.799,0,14.658,0,0
1.1941,12.918,0,14.658,0,0
1.1907,13.037,0,14.658,0,0
1.1885,13.157,0,14.658,0,0
1.1842,13.275,0,14.658,0,0
1.1794,13.394,0,14.658,0,0
1.1641,13.512,0.99596,15.931,0,0
1.1523,13.628,0,15.931,0,0
1.1305,13.743,0,15.931,0,0
1.1114,13.856,0,15.931,0,0
1.0804,13.968,0,15.931,0,0
1.0552,14.076,0,15.931,0,0
1.0226,14.181,0.50156,16.374,0,0
0.98969,14.283,0,16.374,0,0
0.9564,14.382,0,16.374,0,0
0.93091,14.478,0.39926,16.5,0,0
0.90297,14.571,0,16.5,0,0
0.87945,14.661,0,16.5,0,0
0.85856,14.749,0.43932,16.637,0,0
0.84077,14.835,0.47248,16.69,0,0
0.8253,14.919,0,16.69,0,0
0.80147,15.002,0,16.69,0,0
0.78015,15.082,0,16.69,0,0
0.75936,15.16,0.37622,16.858,0,0
0.74217,15.236,0,16.858,0,0
0.7273,15.31,0,16.858,0,0
0.71207,15.383,0,16.858,0,0
0.68915,15.454,0,16.858,0,0
0.67158,15.523,0,16.858,0,0
0.65089,15.59,0.16474,17.071,0,0
0.62474,15.655,0.15658,17.08,0,0
0.60015,15.718,0,17.08,0,0
0.57471,15.778,0,17.08,0,0
0.55713,15.835,0.092088,17.114,0,0
0.53597,15.891,0,17.114,0,0
0.51376,15.945,0,17.114,0,0
0.49309,15.996,0,17.114,0,0
0.46871,16.045,0,17.114,0,0
0.43984,16.092,-0.27856,17.112,0,0
0.41154,16.136,0,17.112,0,0
0.3747,16.177,-0.37814,17.049,0,0
0.34411,16.215,0,17.049,0,0
0.31214,16.249,0,17.049,0,0
0.27548,16.28,-0.46713,16.924,0,0
0.24541,16.308,-0.51452,16.882,0,0
0.21381,16.332,0,16.882,0,0
0.17877,16.354,-0.61774,16.773,0,0
0.14689,16.372,-0.61484,16.716,0,0
0.1171,16.386,0,16.716,0,0
0.085921,16.398,0,16.716,0,0
0.057749,16.407,0,16.716,0,0
0.032199,16.412,-0.68314,16.488,0,0
-0.00016557,16.416,0,16.488,0,0
-0.0076802,16.416,0,16.488,0,0
-0.015477,16.415,-0.84198,16.275,0,0
-0.024817,16.413,0,16.275,0,0
-0.03546,16.411,0,16.275,0,0
-0.045685,16.407,0,16.275,0,0
-0.05535,16.403,0,16.275,0,0
-0.065884,16.397,0,16.275,0,0
-0.075978,16.391,0,16.275,0,0
-0.086924,16.383,0,16.275,0,0
-0.098227,16.374,0,16.275,0,0
-0.10811,16.364,0,16.275,0,0
-0.1192,16.354,0,16.275,0,0
-0.12939,16.342,0,16.275,0,0
-0.14009,16.329,0,16.275,0,0
-0.15163,16.315,-0.98911,15.008,0,0
-0.16236,16.3,0,15.008,0,0
-0.17377,16.283,0,15.008,0,0
